teacher,Question,Answer
전미정,영역총정리 56쪽 1~2풀이과정및 설명이요,"우리친구 반가워요~
  쌤이 두 문제의 풀이를 파일로 첨부해 놓을게요^^
  우리 친구 확인해 보도록 하구요~"
전미정,"선생님 영역총정리 23번 문제 질문드립니다.
연립부등식을 세울때 초콜릿의 갯수가 5x+9란 것은 알겠는데요.
'두번쨰 8개씩 담으면 상자가 3개 남는다고 한다.'를 식으로 세울때 8에 왜 (x-4)를 곱하는지 모르겠습니다.
뒤에 1과 8은 마지막상자에 1개에서 8개중 한개만 들어가도 되기때문에 붙는건 알겠는데 왜 8(x-4)가 나오는지 모르겠어요!!
도와주세요^^","우리 친구 반가워요^^
  쌤이 우리 친구가 질문한 문제의 풀이를
  파일로 첨부해 놓을게요~"
전미정,"질문있습니다!!
96쪽 19번에서 삼각형GED 넓이의 2배가 삼각형 GBE가 되는것이 이해가 안됩니다ㅠㅠ ","우리 친구 반가워요^^
  쌤이 우리 친구가 질문한 내용의 설명을
  파일로 첨부해 놓을게요~"
전미정,"54쪽~55 54쪽 064-2 이해가 잘안가네요 그리고, 55쪽 65-2번에 답을봐도 잘이해가안가요 쉬운 설명하고 풀이방식점 알려주세요","우리 친구 반가워요^^
  쌤이 우리 친구가 질문한 두 문제의 풀이를 파일로 첨부해 놓을게요~
  확인해 보구요~"
전미정,이해가안가요.. '마이너스 루트 a의 제곱'과 '루트 마이너스 a의 제곱' 무엇이 다른가요?,"우리 친구 반가워요^^
  쌤이 우리 친구가 질문한 내용을
  파일로 첨부해 두도록 할게요^^"
전미정,"이해가 안가요 쌤 ㅜㅠ
30나누기6은5까지는 이해했는데....왜 마지막 숫자인 4가 30번쨰 자리의 숫자인걸 어떻게 아나요?? ","우리 친구 반가워요^^
  2/7을 소수로 나타내주려면 2나누기 7을 해주면 되죠~
  그럼 순환마디가 285714라는 것을 찾을 수 있어요~"
전미정,영역총정리 16번 답을봐도 잘이해가 안가여 대입 부분도 식을잘못구하게서여,"우리 친구 반가워요~
  각 단원마다 영역총정리가 있기때문에
  쌤이 번호만 알려주면 문제를 풀어주기가 어려워요ㅠㅠ"
전미정,"계산
 (6+x) 곱하기 8 곱하기 1/2 계산할때 8이랑 (6+x) 분배법칙해줘야되는거 아니에ㅔ요??
왜분배법칙안해줘요?","우리 친구 반가워요^^
  쌤이 우리 친구가 질문한 문제의 풀이를
  파일로 첨부해 놓을게요~"
전미정,중학수학개념총정리 이거 다들으면 고등학교에연계되는 중학교과정 모두 알수있는거에요? 이강의에 없는내용은 필요없는건가요?,"우리 친구 반가워요^^
  이 교재 외의 내용이 모두 필요없다고는 할 수 없어요.
  단지 그 중 더 중요한 부분들을 요점정리 해서 담아둔 것이 이 교재랍니다."
전미정,강의 업데이트 이 강의언제쯤이면 다들을수있나요???,"우리 친구 반가워요^^
  징검다리 강의는 12월 중에 모두 TV로 방송될 예정이라
  12월 중에는 모두 업데이트 될거에요."
전미정,"19쪽에3번
갑자기왜 6을빼는거에요??
그리고 부족하다는데 최소공배수로구하는지 최대공약수ㅜ로구하는지 어떻게 아는거죠? ","    우리 친구 반가워요^^
  9명씩 배정하면 3명이 부족하고"
전미정,"영역총정리 41쪽 영역총정리 11번문제 푸는법/풀이설명점여 그리고 연립방정식 (31쪽 , (036-1 풀이정여)","우리 친구 반가워요^^
  쌤이 2문제의 풀이를 파일로 첨부해 놓을게요~
  11번은 차근차근 괄호를 정리하며 풀면 되는 문제구요~"
전미정,"18-2번
문제 해설지로는 잘 모르겠어요 알려주세요~ ","우리 친구 반가워요^^
  쌤이 우리 친구가 질문한 문제의 풀이를
  파일로 첨부해 놓을게요~"
전미정,"이해가 안가요 선생님 ㅠㅠ
거기서 왜 9.10.12의 공배수가 나오는거죠??
선생님이 (참가힌 학생수)-6=(9.10.12의 공배수)라고 하셨는데 이해가 잘 랑가서 질문올립니다! ","우리 친구 반가워요^^
  9명씩 배정하면 3명이 부족하고
  10명씩 배정하면 4명이 부족하고"
전미정,"영역총정리 42쪽에 19번 푸는법은알겠는데 그 마지막에 3+7<2+13 답이""""<6 인데 이해가 안가는부분이 +인데 더하지않고 (-)빼나요? 예를들어5+20 이렇식으로 나와야하지않고","우리 친구 반가워요~
  쌤이 우리 친구가 무슨 내용을 질문하는지 정확히 이해가 안되서
  풀이를 써보도록 할게요."
전미정,"13-2번
ㄷ. 은왜틀려요? 루트25도 나와서 5가될수있으니까 맞는거아니에요?? ","우리 친구 반가워요~
  5의 제곱근은 제곱해서 5가되는 수를 말하는 것 이랍니다~
  루트25의 제곱은 5가 아니라 25이죠~"
전미정,"66-2번
교재 55쪽 66-2번
이차함수의 최대값을 구하는 문제인데요.
계속 풀다가 도저히 모르겠어서 답지를 봤더니..
이해가 안가요","우리 친구 반가워요^^
  우리 친구가 질문한 부분은
  인수분해에서 배운 완전제곱식이 되기 위한 조건과 관련 있는 내용이에요^^"
전미정,"질문있습니다
42쪽에 23번좀 풀어주세요ㅠㅠ 해설을 봐도 이해가 안됩니다ㅠㅠ ","우리 친구 반가워요^^
  쌤이 우리 친구가 질문한 문제의 풀이를
  파일로 첨부해 놓을게요~"
전미정,중학수학개념총정리 이거 다들으면 고등학교에연계되는 중학교과정 모두 알수있는거에요? 이강의에 없는내용은 필요없는건가요?,"우리 친구 반가워요~
  쌤이 우리 친구가 질문한 문제의 풀이를
  파일로 첨부해 놓을게요~"
전미정,18-2 아예 모르겠어요 자세설명부탁 드립니다,"우리 친구~~
  쌤이 문제의 풀이를 첨부해 놓았어요~
  쌤의 풀이 보면서 다시 한번 풀어보구요~"
전미정,14-1 14-1에 (3)번이요 식은잘나왔는데 ...답이 약분을 어떻식으로 해야하나요?,"우리 친구~~
  쌤이 풀이를 첨부해 놓을게요~~
  계산문제이니 우리 친구의 풀이랑 쌤의 풀이를 비교해보며"
전미정,10-2 A=는알겠는데 B=는모르겠서요,"우리 친구 반가워요^^
  쌤이 문제의 풀이를 파일로 첨부해 놓을게요~
  썜의 풀이를 참고해서 다시 풀어보길 바래요~~"
전미정,등식의변형 선생님께서 설명하신내용이 잘이해가 안되여 조금더 쉽게 설명해주실수있나여? 그리고 034-2도형문제도 이해가안가여...,"우리 친구^^
  우선 쌤이 문제의 풀이는 파일로 첨부했어요~
  등식의 변형은 문제에서 어떤 문자에 관해 정리하라 하면"
전미정,033-1 풀이설명 자세히점여,"우리 친구 반가워요^^
  쌤이 풀이를 파일로 첨부해 놓을게요~
  이 문제는 분모를 각각 나누어 가진 후"
전미정,"계산
저 정말헷갈리는거있는데요
4분의엑스 플러스 오분의 엑스플러스 2 는
4 이다 라는 식이 있는데 양변에 20으오 곱해줄떄요
왜 좌측에 있는식에서 어쩔떄는 하나만 나눠주고 이번식에선","우리 친구 반가워요~
  각수의 인수들을 보면 첫번째 수는 5의 제곱을 인수로 갖고 있지만
  나머지 두 수는 5만 가지고 있죠~"
전미정,소인수분해 질문 2번-1에서 84에 자연수를 곱하여 어떤 자연수의 제곱이 되도록 할때 곱할 수 있는 가장 작은 자연수는? 이라고했을때 해설지보면 지수가 모두 짝수여야한다가 이해가 잘 안가서요 홀수도 되지 않나요,"우리 친구 반가워요^^
  쌤이 예를 들어볼게요~
  어떤 자연수의 제곱이 된다는 것은"
정유빈,"선생님...! 
선생님의 강의 정말 잘 듣고 있어요...!
수업과 크게 관련된 내용은 아니지만, 블랙라벨은 어떻게 공부하는게 좋은가요? 
또, 블렉라벨 문제를 풀면서 어려움을 느낄 때가 있는데, 저는 지금 잘 하고 있는 건가요...?
 ",선생님 모든 삼각형은 원에 내접하나요?
정유빈,답나와서  저는 25루트3-25 로 풀었는데 답지에서는 25 (루트3-1) 이렇게 간단히 했더라고요ㅠㅠ제가 한 답은 틀린건지 맞은건지 애매해서요 ㅠㅠ 아무래도 전개하면 맞는거니까 맞는거같은데ㅜ,"선생님께서 2번 문제에서 x=0으로 둘러싸였으므로 왼쪽의 음수 부분은 날려버려야 한다고 하셨는데, 교재에 별달리 x좌표와 y의 좌표는 모두 '0'이거나 '음의' 정수라는 언급이 되어 있지 않은 이상 문제에서 요구하는 부분에 왼쪽 그래프 반쪽도 들어갈 수 있는 것 아닌가요,,,? 이해가 잘 안돼서요...ㅠㅠㅠ"
정유빈,몇쪽 문제인지 다시질문해줄수있을까요? 이내용만으론 구체적으로 설명이힘들어서ㅜㅜ 부탁해요~~,"교재 40.p 23번 문제에
(x+1/x)^2이 왜 x^2 + 1/x^2 + 2인지 모르겠어요!
2가 아니라 '2/x' 아닌가요?
그리고 그 값은 36에서 2를 뺐으니까 34 아닌가요?
왜 32가 나오는지도 궁금해요!!"
정유빈,"(x+1/x)^2이 왜 x^2 + 1/x^2 + 2인지는 
곱셈공식에의한거예요
(a+b)제곱은 a제곱 +b제곱+2ab죠?
거기에 맞춰서 생각해주세요~^^
 ","안녕하세요!
교재 41페이지 3번에서
b^2 + ab + 2bc + bd + c^2 + ac + cd + ad
= b^2 + (a+2c+d)b + c^2 + (a+d)c + ad
= b^2 + (a+2c+d)b + (c+a)(c+d) "
정유빈,"아주좋아요!
b를 기준으로 내림차순 정리도 오께이입니다
다만 차수낮은거른 기준으로 하는게 보편적으로 더편해요^^","11p 6qjs 그..ab부호가 달라서 -ab라고 하셨잖아요
근데 그 루트밖으로 나오는데 제곱이면 ab..아닌가요?
8페이지에 제곱근의 성질에도 그렇게 나오는데..제가 문가 잘못이해한걸까요ㅠㅠㅠㅠ "
정유빈,"루트안에 제곱은 결국 절댓값과 같아요^^
그래서 -ab로 나오는거고 그걸다시 제곱하진 않아요
개념 다시한번 보면 좋을거같아요
아마도 공부를 하다보니 아는건데 꼬인그런기분인거같아ㅜ","a의 값은 p,4p,9p,16p,25p 이렇게 나온다고 하셨는데, 왜 하필이면 k의 값이 1,2,3,4,5인지 궁금합니다.
이유까지 설명해주시면 감사하겠습니다 :)"
정유빈,다른이유는 없구 p곱하기 제곱수 중에 작은것보터 나열해간거예요 200미만이어야하니까^^,선생님 47강에서 4번에 (x+3)이 왜 0이 되어야 돼요??
정유빈,꼭짓점이 원점일때로부터 이동한거죠? X+3이니까 x축방향으로 -3만큼 이동한거고 그걸구하는 편한 방법이예요^^,"선생님 제가 다른 유형서도 푸는데 삼각비의 값의 대소관계에 대한 문제가 나왔어요
1. sin x의 값은 0에서 1까지 증가
2. cos x의 값은 1에서 0까지 감소
3.tan x의 값은 0에서 한없이 증가
라고 써있고 sin x, cos x, tan x의 대소관계를 비교했는데 이것은 0도,90도 삼각비의 값에서 응용되는 개념이에요 아니면 완전히 다른 개념이에요?"
정유빈,"선생님...! 
선생님의 강의 정말 잘 듣고 있어요...!
수업과 크게 관련된 내용은 아니지만, 블랙라벨은 어떻게 공부하는게 좋은가요? 
또, 블렉라벨 문제를 풀면서 어려움을 느낄 때가 있는데, 저는 지금 잘 하고 있는 건가요...?
 ",선생님 모든 삼각형은 원에 내접하나요?
정유빈,답나와서  저는 25루트3-25 로 풀었는데 답지에서는 25 (루트3-1) 이렇게 간단히 했더라고요ㅠㅠ제가 한 답은 틀린건지 맞은건지 애매해서요 ㅠㅠ 아무래도 전개하면 맞는거니까 맞는거같은데ㅜ,"선생님께서 2번 문제에서 x=0으로 둘러싸였으므로 왼쪽의 음수 부분은 날려버려야 한다고 하셨는데, 교재에 별달리 x좌표와 y의 좌표는 모두 '0'이거나 '음의' 정수라는 언급이 되어 있지 않은 이상 문제에서 요구하는 부분에 왼쪽 그래프 반쪽도 들어갈 수 있는 것 아닌가요,,,? 이해가 잘 안돼서요...ㅠㅠㅠ"
정유빈,몇쪽 문제인지 다시질문해줄수있을까요? 이내용만으론 구체적으로 설명이힘들어서ㅜㅜ 부탁해요~~,"교재 40.p 23번 문제에
(x+1/x)^2이 왜 x^2 + 1/x^2 + 2인지 모르겠어요!
2가 아니라 '2/x' 아닌가요?
그리고 그 값은 36에서 2를 뺐으니까 34 아닌가요?
왜 32가 나오는지도 궁금해요!!"
정유빈,"(x+1/x)^2이 왜 x^2 + 1/x^2 + 2인지는 
곱셈공식에의한거예요
(a+b)제곱은 a제곱 +b제곱+2ab죠?
거기에 맞춰서 생각해주세요~^^
 ","안녕하세요!
교재 41페이지 3번에서
b^2 + ab + 2bc + bd + c^2 + ac + cd + ad
= b^2 + (a+2c+d)b + c^2 + (a+d)c + ad
= b^2 + (a+2c+d)b + (c+a)(c+d) "
정유빈,"아주좋아요!
b를 기준으로 내림차순 정리도 오께이입니다
다만 차수낮은거른 기준으로 하는게 보편적으로 더편해요^^","11p 6qjs 그..ab부호가 달라서 -ab라고 하셨잖아요
근데 그 루트밖으로 나오는데 제곱이면 ab..아닌가요?
8페이지에 제곱근의 성질에도 그렇게 나오는데..제가 문가 잘못이해한걸까요ㅠㅠㅠㅠ "
정유빈,"루트안에 제곱은 결국 절댓값과 같아요^^
그래서 -ab로 나오는거고 그걸다시 제곱하진 않아요
개념 다시한번 보면 좋을거같아요
아마도 공부를 하다보니 아는건데 꼬인그런기분인거같아ㅜ","통계적 자료해석에 한종류라고 보면돼요^^
두변량의 관계를 알수있는!"
정유빈,선생님 이제 이 책을 끝냈는데 반복해서 볼꺼에요ㅎㅎ 지금까지 명언급으로 동기부여 해주셔서 감사하고 1타 강사라고 부르고 싶네요ㅎㅎ 중2인데 과학고 때문에 선행을 하고 있는데 앞으로 어떻게 수학 공부를 해 나가야 할까용?? ,"고생많았어 열공해줘서 고마워!
일단은 블랙라벨같이 고난도문제푸는게 도움될거야 고등선행 빨리빼는것보단 일단중3까지꺼 제대로보는게먼저!!^^
매우잘하고있어!!^^"
정유빈,선생님 편차 배울때 변량이 뭐에요? ,"쉽게말하면 변하는양. 문제에서 키라든지 과목이라든지
이런값들!!^^"
정유빈,선생님 101쪽 2번문제 왜 x가 거기에 들어가는지 확신할수 있나요?,"중앙값이 56이니까 가운데 두개의 평균이 56인거지?
그니까 47 53 68 이있고 53과 합이 112가되는 값이 59이고 그게 x가 되어야해^^"
정유빈,"선생님~~~ㅠㅠ
나머지 강의 언제 올라와요...ㅠㅠ
공부해야 되는데...ㅠㅠ
 그리고","이제곧 다올라올거야! 나지난주에 촬영끝냈엉 ㅋㅋㅋ
완강딱찍고자랑 후기남겨줘!!!^^
롤모델이라니ㅜㅜㅜ 쌤이널더좋아한단다♡히히"
정유빈,P.76 체크문제1번의 ㄷ에서 선분CD를 기준으로 하면 왜 안돼요? 저는 선분 CD를 기준으로 해서 각 A와 각 B가 같아서 한 원위에 있는 것으로 생각했어요.,"Cd를기준으로해도돼! 다만 각CAD랑 각CBD가같아야하는데
그건 각이 나와있지않지?그래서 그쪽에서 알수가없어~^^"
정유빈,"선생님 저는 투탑 수학으로 선행하고 있는 중1학생인데요. 제가 문제집 관련해서 고민이 있어요. 사실 투탑 수학이 개념, 유형이 같이 있는 문제집이잖아요. 그래서 이 강좌를 다 듣고난 뒤에 바로 심화문제를 풀어도 괜찮을지, 아니면 유형서를 한권 풀고 그 뒤에 심화 문제집을 나가야 할지 고민이예요. 유형서를 보고 난 뒤에 심화로 가면 좋겠지만 유형서를 한번 더 하려면 시간이 꽤 필요하잖아요;;그래서 어떻게 해야할지 모르겠어요. 투탑 수학만 하고 바로 심화 문제집으로 넘어가도 될지, 아니면 한번쯤 더 유형서를 풀고 심화로 넘어가야할지 알려주세요!","투탑다음 유형집을 한번더풀필요는없을것같아
근데 아무래도 선행때 넘심화문제로 스트레스를 받진않았음 해^^
그래서 선행이면 투탑 오답으로 한번더 문풀만하고
그리고 심화(적당한심화)로 넘어가는걸 추천!"
